"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","WESD","WESF"
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-17",,,"0.00",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-25","    8","4.60",,,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-26",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-27",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-28",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-29",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-09-30",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-01",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-02",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-03",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-04",,,"0.44",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-05",,,"0.06",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-06",,,"0.20",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-07",,,"0.03",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-08",,,"0.15",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-09",,,"0.04",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-10",,,"0.01",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-11",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-12",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-13",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-14",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-15",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-16",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-17",,,"0.12",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-18",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-19",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-20",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-21",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-22",,,"0.08",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-23",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-24",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-25",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-26",,,"0.24",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-27",,,"0.00",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-28",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-29",,,"0.40",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-30",,,"0.27",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-10-31",,,"0.01",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-01",,,"0.02",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-02",,,"0.05",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-03",,,"0.13","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-04",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-05",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-06",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-07",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-08",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-09",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-10",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-11",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-12",,,"0.80",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-13",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-14",,,"0.02","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-15",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-16",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-17",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-18",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-19",,,"0.03",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-20",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-21",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-22",,,"0.00",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-23",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-24",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-28","    4","0.02",,,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-11-30",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-01",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-02",,,"0.02","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-03",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-04",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-05",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-06",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-07",,,"0.02",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-08",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-09",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-10",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-11",,,"0.39",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-12",,,"0.28",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-13",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-14",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-15",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-16",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-17",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-18",,,"0.00",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-19",,,"0.16",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-20",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-21",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-22",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-23",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-24",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-25",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-26",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-27",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-28",,,"0.06",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-29",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-30",,,"0.19",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2021-12-31",,,"0.02",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-01",,,"0.61",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-02",,,"0.80",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-03",,,"0.72",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-04",,,"0.30","0.5","0.5",,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-05",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-06",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-07",,,"0.17","0.9",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-08",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-09",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-10",,,"0.29","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-11",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-12",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-13",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-14",,,"0.04",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-15",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-16",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-17",,,"1.02","5.8",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-18",,,"0.00",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-19",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-20",,,"0.10",,,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-21",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-22",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-23",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-24",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-25",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-26",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-27",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-28",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-29",,,"0.03","0.3",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-30",,,"0.00","0.0",,,
"US1VAMN0009","BLACKSBURG 5.0 W, VA US","2022-01-31",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-23",,,"0.38",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-24",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-25",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-26",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-27",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-28",,,"0.35",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-29",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-06-30",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-01",,,"0.37",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-02",,,"2.18",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-05",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-06",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-07",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-08",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-09",,,"0.02",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-10",,,"0.05",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-11",,,"0.47",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-12",,,"0.01",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-24","   12","1.10",,,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-25",,,"0.02",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-26",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-27",,,"0.31",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-28",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-30",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-07-31",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-01",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-02",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-03",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-04",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-05",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-08",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-09",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-10",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-11",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-12",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-13",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-14",,,"0.41",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-15",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-16",,,"0.08",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-17",,,"0.13",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-18",,,"1.20",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-19",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-20",,,"0.39",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-21",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-08-22",,,"0.03",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-09","   18","3.71",,,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-10",,,"0.13",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-11",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-12",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-13",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-14",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-16",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-17",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-18",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-19",,,"0.10",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-20",,,"0.06",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-21",,,"0.04",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-22",,,"5.12",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-23",,,"0.23",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-24",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-25",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-09-26",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-02","    6","0.00",,,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-03",,,"0.00","0.0",,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-04",,,"0.42",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-05",,,"0.00",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-06",,,"0.21",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-07",,,"0.03",,,,
"US1VAMN0022","BLACKSBURG 4.3 WSW, VA US","2021-10-08",,,"0.21",,,,
